"","code","tenure.id","dob","start_date_aligned","end_date_aligned","month","start","stop","event","cyst","Unit","N.Females","Total.Males","N.Former.Leaders","N.Followers","N.Chaos","N.Leaders","start_as_leader","end_follow_still_leader","tenure_length_aligned","adjusted_end","age_at_start","age_at_month","cyst_date_aligned"
"16","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2010-08-01,15,16,0,0,"A",4,3,1,1,0,1,0,0,1400,2013-02-01,8.2986301369863,9.55068493150685,NA
"17","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2010-09-01,16,17,0,0,"A",4,3,1,1,0,1,0,0,1400,2013-02-01,8.2986301369863,9.63561643835616,NA
"18","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2010-10-01,17,18,0,0,"A",3,3,1,1,0,1,0,0,1400,2013-02-01,8.2986301369863,9.71780821917808,NA
"19","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2010-11-01,18,19,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,9.8027397260274,NA
"20","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2010-12-01,19,20,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,9.88493150684931,NA
"21","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-01-01,20,21,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,9.96986301369863,NA
"22","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-02-01,21,22,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.0547945205479,NA
"23","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-03-01,22,23,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.1315068493151,NA
"24","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-04-01,23,24,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.2164383561644,NA
"25","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-05-01,24,25,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.2986301369863,NA
"26","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-06-01,25,26,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.3835616438356,NA
"27","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-07-01,26,27,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.4657534246575,NA
"28","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-08-01,27,28,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.5506849315068,NA
"29","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-09-01,28,29,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.6356164383562,NA
"30","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-10-01,29,30,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.7178082191781,NA
"31","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-11-01,30,31,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.8027397260274,NA
"32","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2011-12-01,31,32,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.8849315068493,NA
"33","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-01-01,32,33,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,10.9698630136986,NA
"34","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-02-01,33,34,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.0546448087432,NA
"35","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-03-01,34,35,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.1338797814208,NA
"36","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-04-01,35,36,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.2185792349727,NA
"37","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-05-01,36,37,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.3005464480874,NA
"38","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-06-01,37,38,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.3852459016393,NA
"39","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-07-01,38,39,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.4672131147541,NA
"40","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-08-01,39,40,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.551912568306,NA
"41","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-09-01,40,41,0,0,"A",3,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.6366120218579,NA
"42","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-10-01,41,42,0,0,"A",4,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.7185792349727,NA
"43","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-11-01,42,43,0,0,"A",4,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.8032786885246,NA
"44","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2012-12-01,43,44,0,0,"A",4,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.8852459016393,NA
"45","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2013-01-01,44,45,0,0,"A",4,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,11.9699453551913,NA
"46","AVO","AVO-1",2001-01-12,2009-05-01,2013-03-01,2013-02-01,45,46,1,0,"A",4,1,0,0,0,1,0,0,1400,2013-02-01,8.2986301369863,12.0547945205479,NA
"47","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-05-01,0,1,0,1,"M",8,2,0,0,1,1,0,0,610,2009-12-01,9.82513661202186,9.82513661202186,"2008-03-01"
"48","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-06-01,1,2,0,1,"M",8,2,0,0,1,1,0,0,610,2009-12-01,9.82513661202186,9.90983606557377,"2008-03-01"
"49","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-07-01,2,3,0,1,"M",8,2,0,0,1,1,0,0,610,2009-12-01,9.82513661202186,9.99180327868852,"2008-03-01"
"50","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-08-01,3,4,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.0767123287671,"2008-03-01"
"51","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-09-01,4,5,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.1616438356164,"2008-03-01"
"52","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-10-01,5,6,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.2438356164384,"2008-03-01"
"53","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-11-01,6,7,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.3287671232877,"2008-03-01"
"54","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2008-12-01,7,8,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.4109589041096,"2008-03-01"
"55","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-01-01,8,9,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.4958904109589,"2008-03-01"
"56","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-02-01,9,10,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.5808219178082,"2008-03-01"
"57","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-03-01,10,11,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.6575342465753,"2008-03-01"
"58","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-04-01,11,12,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.7424657534247,"2008-03-01"
"59","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-05-01,12,13,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.8246575342466,"2008-03-01"
"60","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-06-01,13,14,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.9095890410959,"2008-03-01"
"61","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-07-01,14,15,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,10.9917808219178,"2008-03-01"
"62","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-08-01,15,16,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,11.0767123287671,"2008-03-01"
"63","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-09-01,16,17,0,1,"M",8,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,11.1616438356164,"2008-03-01"
"64","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-10-01,17,18,0,1,"M",9,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,11.2438356164384,"2008-03-01"
"65","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-11-01,18,19,0,1,"M",9,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,11.3287671232877,"2008-03-01"
"66","BUB","BUB-1",1998-07-04,2008-05-01,2010-01-01,2009-12-01,19,20,1,1,"M",9,1,0,0,0,1,0,0,610,2009-12-01,9.82513661202186,11.4109589041096,"2008-03-01"
"67","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-03-01,0,1,0,0,"G",5,4,1,1,1,1,0,0,2132,2015-12-01,8.86575342465753,8.86575342465753,NA
"68","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-04-01,1,2,0,0,"G",5,4,1,1,1,1,0,0,2132,2015-12-01,8.86575342465753,8.95068493150685,NA
"69","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-05-01,2,3,0,0,"G",5,4,1,1,1,1,0,0,2132,2015-12-01,8.86575342465753,9.03287671232877,NA
"70","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-06-01,3,4,0,0,"G",5,4,1,1,1,1,0,0,2132,2015-12-01,8.86575342465753,9.11780821917808,NA
"71","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-07-01,4,5,0,0,"G",5,4,1,1,1,1,0,0,2132,2015-12-01,8.86575342465753,9.2,NA
"72","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-08-01,5,6,0,0,"G",5,3,1,1,0,1,0,0,2132,2015-12-01,8.86575342465753,9.28493150684931,NA
"73","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-09-01,6,7,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.36986301369863,NA
"74","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-10-01,7,8,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.45205479452055,NA
"75","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-11-01,8,9,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.53698630136986,NA
"76","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2010-12-01,9,10,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.61917808219178,NA
"77","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-01-01,10,11,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.7041095890411,NA
"78","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-02-01,11,12,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.78904109589041,NA
"79","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-03-01,12,13,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.86575342465753,NA
"80","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-04-01,13,14,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,9.95068493150685,NA
"81","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-05-01,14,15,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.0327868852459,NA
"82","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-06-01,15,16,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.1174863387978,NA
"83","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-07-01,16,17,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.1994535519126,NA
"84","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-08-01,17,18,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.2841530054645,NA
"85","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-09-01,18,19,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.3688524590164,NA
"86","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-10-01,19,20,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.4508196721311,NA
"87","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-11-01,20,21,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.5355191256831,NA
"88","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2011-12-01,21,22,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.6174863387978,NA
"89","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-01-01,22,23,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.7021857923497,NA
"90","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-02-01,23,24,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.7868852459016,NA
"91","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-03-01,24,25,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.8661202185792,NA
"92","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-04-01,25,26,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,10.9508196721311,NA
"93","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-05-01,26,27,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.0328767123288,NA
"94","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-06-01,27,28,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.1178082191781,NA
"95","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-07-01,28,29,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.2,NA
"96","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-08-01,29,30,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.2849315068493,NA
"97","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-09-01,30,31,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.3698630136986,NA
"98","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-10-01,31,32,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.4520547945205,NA
"99","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-11-01,32,33,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.5369863013699,NA
"100","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2012-12-01,33,34,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.6191780821918,NA
"101","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-01-01,34,35,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.7041095890411,NA
"102","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-02-01,35,36,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.7890410958904,NA
"103","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-03-01,36,37,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.8657534246575,NA
"104","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-04-01,37,38,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,11.9506849315068,NA
"105","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-05-01,38,39,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.0328767123288,NA
"106","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-06-01,39,40,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.1178082191781,NA
"107","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-07-01,40,41,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.2,NA
"108","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-08-01,41,42,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.2849315068493,NA
"109","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-09-01,42,43,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.3698630136986,NA
"110","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-10-01,43,44,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.4520547945205,NA
"111","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-11-01,44,45,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.5369863013699,NA
"112","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2013-12-01,45,46,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.6191780821918,NA
"113","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-01-01,46,47,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.7041095890411,NA
"114","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-02-01,47,48,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.7890410958904,NA
"115","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-03-01,48,49,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.8657534246575,NA
"116","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-04-01,49,50,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,12.9506849315068,NA
"117","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-05-01,50,51,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.0328767123288,NA
"118","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-06-01,51,52,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.1178082191781,NA
"119","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-07-01,52,53,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.2,NA
"120","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-08-01,53,54,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.2849315068493,NA
"121","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-09-01,54,55,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.3698630136986,NA
"122","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-10-01,55,56,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.4520547945205,NA
"123","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-11-01,56,57,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.5369863013699,NA
"124","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2014-12-01,57,58,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.6191780821918,NA
"125","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-01-01,58,59,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.7041095890411,NA
"126","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-02-01,59,60,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.7890410958904,NA
"127","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-03-01,60,61,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.8657534246575,NA
"128","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-04-01,61,62,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,13.9506849315068,NA
"129","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-05-01,62,63,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.0327868852459,NA
"130","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-06-01,63,64,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.1174863387978,NA
"131","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-07-01,64,65,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.1994535519126,NA
"132","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-08-01,65,66,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.2841530054645,NA
"133","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-09-01,66,67,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.3688524590164,NA
"134","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-10-01,67,68,0,0,"G",5,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.4508196721311,NA
"135","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-11-01,68,69,0,0,"G",4,1,0,0,0,1,0,0,2132,2015-12-01,8.86575342465753,14.5355191256831,NA
"136","BUM","BUM-1",2001-04-19,2010-03-01,2016-01-01,2015-12-01,69,70,1,0,"G",4,3,1,1,0,1,0,0,2132,2015-12-01,8.86575342465753,14.6174863387978,NA
"137","DAX","DAX-1",2008-02-06,2017-02-01,2018-09-01,2017-02-01,0,1,0,0,"D",7,4,1,1,1,1,0,0,577,2018-08-01,8.98633879781421,8.98633879781421,NA
"138","DAX","DAX-1",2008-02-06,2017-02-01,2018-09-01,2017-03-01,1,2,0,0,"D",7,3,1,1,0,1,0,0,577,2018-08-01,8.98633879781421,9.06301369863014,NA
"139","DAX","DAX-1",2008-02-06,2017-02-01,2018-09-01,2017-04-01,2,3,0,0,"D",7,3,1,1,0,1,0,0,577,2018-08-01,8.98633879781421,9.14794520547945,NA
"140","DAX","DAX-1",2008-02-06,2017-02-01,2018-09-01,2017-05-01,3,4,0,0,"D",7,3,1,1,0,1,0,0,577,2018-08-01,8.98633879781421,9.23013698630137,NA
