"","code","tenure.id","dob","start_date_aligned","end_date_aligned","month","start","stop","event","cyst","N.Females","start_as_leader","end_follow_still_leader","tenure_length_aligned","adjusted_end","age_at_start","age_at_month","cyst_date_aligned","total_follower_males"
"28","AVO","AVO-1","1/12/01","5/1/09","3/1/13","8/1/11",27,28,0,0,3,0,0,1400,"2/1/13",8.298630137,10.55068493,NA,0
"29","AVO","AVO-1","1/12/01","5/1/09","3/1/13","9/1/11",28,29,0,0,3,0,0,1400,"2/1/13",8.298630137,10.63561644,NA,0
"30","AVO","AVO-1","1/12/01","5/1/09","3/1/13","10/1/11",29,30,0,0,3,0,0,1400,"2/1/13",8.298630137,10.71780822,NA,0
"31","AVO","AVO-1","1/12/01","5/1/09","3/1/13","11/1/11",30,31,0,0,3,0,0,1400,"2/1/13",8.298630137,10.80273973,NA,0
"32","AVO","AVO-1","1/12/01","5/1/09","3/1/13","12/1/11",31,32,0,0,3,0,0,1400,"2/1/13",8.298630137,10.88493151,NA,0
"33","AVO","AVO-1","1/12/01","5/1/09","3/1/13","1/1/12",32,33,0,0,3,0,0,1400,"2/1/13",8.298630137,10.96986301,NA,0
"34","AVO","AVO-1","1/12/01","5/1/09","3/1/13","2/1/12",33,34,0,0,3,0,0,1400,"2/1/13",8.298630137,11.05464481,NA,0
"35","AVO","AVO-1","1/12/01","5/1/09","3/1/13","3/1/12",34,35,0,0,3,0,0,1400,"2/1/13",8.298630137,11.13387978,NA,0
"36","AVO","AVO-1","1/12/01","5/1/09","3/1/13","4/1/12",35,36,0,0,3,0,0,1400,"2/1/13",8.298630137,11.21857923,NA,0
"37","AVO","AVO-1","1/12/01","5/1/09","3/1/13","5/1/12",36,37,0,0,3,0,0,1400,"2/1/13",8.298630137,11.30054645,NA,0
"38","AVO","AVO-1","1/12/01","5/1/09","3/1/13","6/1/12",37,38,0,0,3,0,0,1400,"2/1/13",8.298630137,11.3852459,NA,0
"39","AVO","AVO-1","1/12/01","5/1/09","3/1/13","7/1/12",38,39,0,0,3,0,0,1400,"2/1/13",8.298630137,11.46721311,NA,0
"40","AVO","AVO-1","1/12/01","5/1/09","3/1/13","8/1/12",39,40,0,0,3,0,0,1400,"2/1/13",8.298630137,11.55191257,NA,0
"41","AVO","AVO-1","1/12/01","5/1/09","3/1/13","9/1/12",40,41,0,0,3,0,0,1400,"2/1/13",8.298630137,11.63661202,NA,0
"42","AVO","AVO-1","1/12/01","5/1/09","3/1/13","10/1/12",41,42,0,0,4,0,0,1400,"2/1/13",8.298630137,11.71857923,NA,0
"43","AVO","AVO-1","1/12/01","5/1/09","3/1/13","11/1/12",42,43,0,0,4,0,0,1400,"2/1/13",8.298630137,11.80327869,NA,0
"44","AVO","AVO-1","1/12/01","5/1/09","3/1/13","12/1/12",43,44,0,0,4,0,0,1400,"2/1/13",8.298630137,11.8852459,NA,0
"45","AVO","AVO-1","1/12/01","5/1/09","3/1/13","1/1/13",44,45,0,0,4,0,0,1400,"2/1/13",8.298630137,11.96994536,NA,0
"46","AVO","AVO-1","1/12/01","5/1/09","3/1/13","2/1/13",45,46,1,0,4,0,0,1400,"2/1/13",8.298630137,12.05479452,NA,0
"47","BUB","BUB-1","7/4/98","5/1/08","1/1/10","5/1/08",0,1,0,1,8,0,0,610,"12/1/09",9.825136612,9.825136612,"3/1/08",1
"48","BUB","BUB-1","7/4/98","5/1/08","1/1/10","6/1/08",1,2,0,1,8,0,0,610,"12/1/09",9.825136612,9.909836066,"3/1/08",1
"49","BUB","BUB-1","7/4/98","5/1/08","1/1/10","7/1/08",2,3,0,1,8,0,0,610,"12/1/09",9.825136612,9.991803279,"3/1/08",1
"50","BUB","BUB-1","7/4/98","5/1/08","1/1/10","8/1/08",3,4,0,1,8,0,0,610,"12/1/09",9.825136612,10.07671233,"3/1/08",0
"51","BUB","BUB-1","7/4/98","5/1/08","1/1/10","9/1/08",4,5,0,1,8,0,0,610,"12/1/09",9.825136612,10.16164384,"3/1/08",0
"52","BUB","BUB-1","7/4/98","5/1/08","1/1/10","10/1/08",5,6,0,1,8,0,0,610,"12/1/09",9.825136612,10.24383562,"3/1/08",0
"53","BUB","BUB-1","7/4/98","5/1/08","1/1/10","11/1/08",6,7,0,1,8,0,0,610,"12/1/09",9.825136612,10.32876712,"3/1/08",0
"54","BUB","BUB-1","7/4/98","5/1/08","1/1/10","12/1/08",7,8,0,1,8,0,0,610,"12/1/09",9.825136612,10.4109589,"3/1/08",0
"55","BUB","BUB-1","7/4/98","5/1/08","1/1/10","1/1/09",8,9,0,1,8,0,0,610,"12/1/09",9.825136612,10.49589041,"3/1/08",0
"56","BUB","BUB-1","7/4/98","5/1/08","1/1/10","2/1/09",9,10,0,1,8,0,0,610,"12/1/09",9.825136612,10.58082192,"3/1/08",0
"57","BUB","BUB-1","7/4/98","5/1/08","1/1/10","3/1/09",10,11,0,1,8,0,0,610,"12/1/09",9.825136612,10.65753425,"3/1/08",0
"58","BUB","BUB-1","7/4/98","5/1/08","1/1/10","4/1/09",11,12,0,1,8,0,0,610,"12/1/09",9.825136612,10.74246575,"3/1/08",0
"59","BUB","BUB-1","7/4/98","5/1/08","1/1/10","5/1/09",12,13,0,1,8,0,0,610,"12/1/09",9.825136612,10.82465753,"3/1/08",0
"60","BUB","BUB-1","7/4/98","5/1/08","1/1/10","6/1/09",13,14,0,1,8,0,0,610,"12/1/09",9.825136612,10.90958904,"3/1/08",0
"61","BUB","BUB-1","7/4/98","5/1/08","1/1/10","7/1/09",14,15,0,1,8,0,0,610,"12/1/09",9.825136612,10.99178082,"3/1/08",0
"62","BUB","BUB-1","7/4/98","5/1/08","1/1/10","8/1/09",15,16,0,1,8,0,0,610,"12/1/09",9.825136612,11.07671233,"3/1/08",0
"63","BUB","BUB-1","7/4/98","5/1/08","1/1/10","9/1/09",16,17,0,1,8,0,0,610,"12/1/09",9.825136612,11.16164384,"3/1/08",0
"64","BUB","BUB-1","7/4/98","5/1/08","1/1/10","10/1/09",17,18,0,1,9,0,0,610,"12/1/09",9.825136612,11.24383562,"3/1/08",0
"65","BUB","BUB-1","7/4/98","5/1/08","1/1/10","11/1/09",18,19,0,1,9,0,0,610,"12/1/09",9.825136612,11.32876712,"3/1/08",0
"66","BUB","BUB-1","7/4/98","5/1/08","1/1/10","12/1/09",19,20,1,1,9,0,0,610,"12/1/09",9.825136612,11.4109589,"3/1/08",0
"67","BUM","BUM-1","4/19/01","3/1/10","1/1/16","3/1/10",0,1,0,0,5,0,0,2132,"12/1/15",8.865753425,8.865753425,NA,3
"68","BUM","BUM-1","4/19/01","3/1/10","1/1/16","4/1/10",1,2,0,0,5,0,0,2132,"12/1/15",8.865753425,8.950684932,NA,3
"69","BUM","BUM-1","4/19/01","3/1/10","1/1/16","5/1/10",2,3,0,0,5,0,0,2132,"12/1/15",8.865753425,9.032876712,NA,3
"70","BUM","BUM-1","4/19/01","3/1/10","1/1/16","6/1/10",3,4,0,0,5,0,0,2132,"12/1/15",8.865753425,9.117808219,NA,3
"71","BUM","BUM-1","4/19/01","3/1/10","1/1/16","7/1/10",4,5,0,0,5,0,0,2132,"12/1/15",8.865753425,9.2,NA,3
"72","BUM","BUM-1","4/19/01","3/1/10","1/1/16","8/1/10",5,6,0,0,5,0,0,2132,"12/1/15",8.865753425,9.284931507,NA,2
"73","BUM","BUM-1","4/19/01","3/1/10","1/1/16","9/1/10",6,7,0,0,4,0,0,2132,"12/1/15",8.865753425,9.369863014,NA,0
"74","BUM","BUM-1","4/19/01","3/1/10","1/1/16","10/1/10",7,8,0,0,4,0,0,2132,"12/1/15",8.865753425,9.452054795,NA,0
"75","BUM","BUM-1","4/19/01","3/1/10","1/1/16","11/1/10",8,9,0,0,4,0,0,2132,"12/1/15",8.865753425,9.536986301,NA,0
"76","BUM","BUM-1","4/19/01","3/1/10","1/1/16","12/1/10",9,10,0,0,4,0,0,2132,"12/1/15",8.865753425,9.619178082,NA,0
"77","BUM","BUM-1","4/19/01","3/1/10","1/1/16","1/1/11",10,11,0,0,4,0,0,2132,"12/1/15",8.865753425,9.704109589,NA,0
"78","BUM","BUM-1","4/19/01","3/1/10","1/1/16","2/1/11",11,12,0,0,4,0,0,2132,"12/1/15",8.865753425,9.789041096,NA,0
"79","BUM","BUM-1","4/19/01","3/1/10","1/1/16","3/1/11",12,13,0,0,4,0,0,2132,"12/1/15",8.865753425,9.865753425,NA,0
"80","BUM","BUM-1","4/19/01","3/1/10","1/1/16","4/1/11",13,14,0,0,4,0,0,2132,"12/1/15",8.865753425,9.950684932,NA,0
"81","BUM","BUM-1","4/19/01","3/1/10","1/1/16","5/1/11",14,15,0,0,4,0,0,2132,"12/1/15",8.865753425,10.03278689,NA,0
"82","BUM","BUM-1","4/19/01","3/1/10","1/1/16","6/1/11",15,16,0,0,4,0,0,2132,"12/1/15",8.865753425,10.11748634,NA,0
"83","BUM","BUM-1","4/19/01","3/1/10","1/1/16","7/1/11",16,17,0,0,4,0,0,2132,"12/1/15",8.865753425,10.19945355,NA,0
"84","BUM","BUM-1","4/19/01","3/1/10","1/1/16","8/1/11",17,18,0,0,4,0,0,2132,"12/1/15",8.865753425,10.28415301,NA,0
"85","BUM","BUM-1","4/19/01","3/1/10","1/1/16","9/1/11",18,19,0,0,4,0,0,2132,"12/1/15",8.865753425,10.36885246,NA,0
"86","BUM","BUM-1","4/19/01","3/1/10","1/1/16","10/1/11",19,20,0,0,4,0,0,2132,"12/1/15",8.865753425,10.45081967,NA,0
"87","BUM","BUM-1","4/19/01","3/1/10","1/1/16","11/1/11",20,21,0,0,4,0,0,2132,"12/1/15",8.865753425,10.53551913,NA,0
"88","BUM","BUM-1","4/19/01","3/1/10","1/1/16","12/1/11",21,22,0,0,5,0,0,2132,"12/1/15",8.865753425,10.61748634,NA,0
"89","BUM","BUM-1","4/19/01","3/1/10","1/1/16","1/1/12",22,23,0,0,5,0,0,2132,"12/1/15",8.865753425,10.70218579,NA,0
"90","BUM","BUM-1","4/19/01","3/1/10","1/1/16","2/1/12",23,24,0,0,5,0,0,2132,"12/1/15",8.865753425,10.78688525,NA,0
"91","BUM","BUM-1","4/19/01","3/1/10","1/1/16","3/1/12",24,25,0,0,5,0,0,2132,"12/1/15",8.865753425,10.86612022,NA,0
"92","BUM","BUM-1","4/19/01","3/1/10","1/1/16","4/1/12",25,26,0,0,4,0,0,2132,"12/1/15",8.865753425,10.95081967,NA,0
"93","BUM","BUM-1","4/19/01","3/1/10","1/1/16","5/1/12",26,27,0,0,4,0,0,2132,"12/1/15",8.865753425,11.03287671,NA,0
"94","BUM","BUM-1","4/19/01","3/1/10","1/1/16","6/1/12",27,28,0,0,4,0,0,2132,"12/1/15",8.865753425,11.11780822,NA,0
"95","BUM","BUM-1","4/19/01","3/1/10","1/1/16","7/1/12",28,29,0,0,5,0,0,2132,"12/1/15",8.865753425,11.2,NA,0
"96","BUM","BUM-1","4/19/01","3/1/10","1/1/16","8/1/12",29,30,0,0,5,0,0,2132,"12/1/15",8.865753425,11.28493151,NA,0
"97","BUM","BUM-1","4/19/01","3/1/10","1/1/16","9/1/12",30,31,0,0,5,0,0,2132,"12/1/15",8.865753425,11.36986301,NA,0
"98","BUM","BUM-1","4/19/01","3/1/10","1/1/16","10/1/12",31,32,0,0,5,0,0,2132,"12/1/15",8.865753425,11.45205479,NA,0
"99","BUM","BUM-1","4/19/01","3/1/10","1/1/16","11/1/12",32,33,0,0,5,0,0,2132,"12/1/15",8.865753425,11.5369863,NA,0
"100","BUM","BUM-1","4/19/01","3/1/10","1/1/16","12/1/12",33,34,0,0,5,0,0,2132,"12/1/15",8.865753425,11.61917808,NA,0
"101","BUM","BUM-1","4/19/01","3/1/10","1/1/16","1/1/13",34,35,0,0,5,0,0,2132,"12/1/15",8.865753425,11.70410959,NA,0
"102","BUM","BUM-1","4/19/01","3/1/10","1/1/16","2/1/13",35,36,0,0,5,0,0,2132,"12/1/15",8.865753425,11.7890411,NA,0
"103","BUM","BUM-1","4/19/01","3/1/10","1/1/16","3/1/13",36,37,0,0,5,0,0,2132,"12/1/15",8.865753425,11.86575342,NA,0
"104","BUM","BUM-1","4/19/01","3/1/10","1/1/16","4/1/13",37,38,0,0,5,0,0,2132,"12/1/15",8.865753425,11.95068493,NA,0
"105","BUM","BUM-1","4/19/01","3/1/10","1/1/16","5/1/13",38,39,0,0,5,0,0,2132,"12/1/15",8.865753425,12.03287671,NA,0
"106","BUM","BUM-1","4/19/01","3/1/10","1/1/16","6/1/13",39,40,0,0,5,0,0,2132,"12/1/15",8.865753425,12.11780822,NA,0
"107","BUM","BUM-1","4/19/01","3/1/10","1/1/16","7/1/13",40,41,0,0,5,0,0,2132,"12/1/15",8.865753425,12.2,NA,0
"108","BUM","BUM-1","4/19/01","3/1/10","1/1/16","8/1/13",41,42,0,0,5,0,0,2132,"12/1/15",8.865753425,12.28493151,NA,0
"109","BUM","BUM-1","4/19/01","3/1/10","1/1/16","9/1/13",42,43,0,0,5,0,0,2132,"12/1/15",8.865753425,12.36986301,NA,0
"110","BUM","BUM-1","4/19/01","3/1/10","1/1/16","10/1/13",43,44,0,0,5,0,0,2132,"12/1/15",8.865753425,12.45205479,NA,0
"111","BUM","BUM-1","4/19/01","3/1/10","1/1/16","11/1/13",44,45,0,0,5,0,0,2132,"12/1/15",8.865753425,12.5369863,NA,0
"112","BUM","BUM-1","4/19/01","3/1/10","1/1/16","12/1/13",45,46,0,0,5,0,0,2132,"12/1/15",8.865753425,12.61917808,NA,0
"113","BUM","BUM-1","4/19/01","3/1/10","1/1/16","1/1/14",46,47,0,0,5,0,0,2132,"12/1/15",8.865753425,12.70410959,NA,0
"114","BUM","BUM-1","4/19/01","3/1/10","1/1/16","2/1/14",47,48,0,0,5,0,0,2132,"12/1/15",8.865753425,12.7890411,NA,0
"115","BUM","BUM-1","4/19/01","3/1/10","1/1/16","3/1/14",48,49,0,0,5,0,0,2132,"12/1/15",8.865753425,12.86575342,NA,0
"116","BUM","BUM-1","4/19/01","3/1/10","1/1/16","4/1/14",49,50,0,0,5,0,0,2132,"12/1/15",8.865753425,12.95068493,NA,0
"117","BUM","BUM-1","4/19/01","3/1/10","1/1/16","5/1/14",50,51,0,0,5,0,0,2132,"12/1/15",8.865753425,13.03287671,NA,0
"118","BUM","BUM-1","4/19/01","3/1/10","1/1/16","6/1/14",51,52,0,0,5,0,0,2132,"12/1/15",8.865753425,13.11780822,NA,0
"119","BUM","BUM-1","4/19/01","3/1/10","1/1/16","7/1/14",52,53,0,0,5,0,0,2132,"12/1/15",8.865753425,13.2,NA,0
"120","BUM","BUM-1","4/19/01","3/1/10","1/1/16","8/1/14",53,54,0,0,5,0,0,2132,"12/1/15",8.865753425,13.28493151,NA,0
"121","BUM","BUM-1","4/19/01","3/1/10","1/1/16","9/1/14",54,55,0,0,5,0,0,2132,"12/1/15",8.865753425,13.36986301,NA,0
"122","BUM","BUM-1","4/19/01","3/1/10","1/1/16","10/1/14",55,56,0,0,5,0,0,2132,"12/1/15",8.865753425,13.45205479,NA,0
"123","BUM","BUM-1","4/19/01","3/1/10","1/1/16","11/1/14",56,57,0,0,5,0,0,2132,"12/1/15",8.865753425,13.5369863,NA,0
"124","BUM","BUM-1","4/19/01","3/1/10","1/1/16","12/1/14",57,58,0,0,5,0,0,2132,"12/1/15",8.865753425,13.61917808,NA,0
"125","BUM","BUM-1","4/19/01","3/1/10","1/1/16","1/1/15",58,59,0,0,5,0,0,2132,"12/1/15",8.865753425,13.70410959,NA,0
"126","BUM","BUM-1","4/19/01","3/1/10","1/1/16","2/1/15",59,60,0,0,5,0,0,2132,"12/1/15",8.865753425,13.7890411,NA,0
"127","BUM","BUM-1","4/19/01","3/1/10","1/1/16","3/1/15",60,61,0,0,5,0,0,2132,"12/1/15",8.865753425,13.86575342,NA,0
"128","BUM","BUM-1","4/19/01","3/1/10","1/1/16","4/1/15",61,62,0,0,5,0,0,2132,"12/1/15",8.865753425,13.95068493,NA,0
"129","BUM","BUM-1","4/19/01","3/1/10","1/1/16","5/1/15",62,63,0,0,5,0,0,2132,"12/1/15",8.865753425,14.03278689,NA,0
"130","BUM","BUM-1","4/19/01","3/1/10","1/1/16","6/1/15",63,64,0,0,5,0,0,2132,"12/1/15",8.865753425,14.11748634,NA,0
"131","BUM","BUM-1","4/19/01","3/1/10","1/1/16","7/1/15",64,65,0,0,5,0,0,2132,"12/1/15",8.865753425,14.19945355,NA,0
"132","BUM","BUM-1","4/19/01","3/1/10","1/1/16","8/1/15",65,66,0,0,5,0,0,2132,"12/1/15",8.865753425,14.28415301,NA,0
"133","BUM","BUM-1","4/19/01","3/1/10","1/1/16","9/1/15",66,67,0,0,5,0,0,2132,"12/1/15",8.865753425,14.36885246,NA,0
"134","BUM","BUM-1","4/19/01","3/1/10","1/1/16","10/1/15",67,68,0,0,5,0,0,2132,"12/1/15",8.865753425,14.45081967,NA,0
"135","BUM","BUM-1","4/19/01","3/1/10","1/1/16","11/1/15",68,69,0,0,4,0,0,2132,"12/1/15",8.865753425,14.53551913,NA,0
"136","BUM","BUM-1","4/19/01","3/1/10","1/1/16","12/1/15",69,70,1,0,4,0,0,2132,"12/1/15",8.865753425,14.61748634,NA,2
"137","DAX","DAX-1","2/6/08","2/1/17","9/1/18","2/1/17",0,1,0,0,7,0,0,577,"8/1/18",8.986338798,8.986338798,NA,3
"138","DAX","DAX-1","2/6/08","2/1/17","9/1/18","3/1/17",1,2,0,0,7,0,0,577,"8/1/18",8.986338798,9.063013699,NA,2
"139","DAX","DAX-1","2/6/08","2/1/17","9/1/18","4/1/17",2,3,0,0,7,0,0,577,"8/1/18",8.986338798,9.147945205,NA,2
"140","DAX","DAX-1","2/6/08","2/1/17","9/1/18","5/1/17",3,4,0,0,7,0,0,577,"8/1/18",8.986338798,9.230136986,NA,2
"141","DAX","DAX-1","2/6/08","2/1/17","9/1/18","6/1/17",4,5,0,0,7,0,0,577,"8/1/18",8.986338798,9.315068493,NA,2
"142","DAX","DAX-1","2/6/08","2/1/17","9/1/18","7/1/17",5,6,0,0,7,0,0,577,"8/1/18",8.986338798,9.397260274,NA,2
"143","DAX","DAX-1","2/6/08","2/1/17","9/1/18","8/1/17",6,7,0,0,7,0,0,577,"8/1/18",8.986338798,9.482191781,NA,2
"144","DAX","DAX-1","2/6/08","2/1/17","9/1/18","9/1/17",7,8,0,0,7,0,0,577,"8/1/18",8.986338798,9.567123288,NA,2
"145","DAX","DAX-1","2/6/08","2/1/17","9/1/18","10/1/17",8,9,0,0,7,0,0,577,"8/1/18",8.986338798,9.649315068,NA,2
"146","DAX","DAX-1","2/6/08","2/1/17","9/1/18","11/1/17",9,10,0,0,7,0,0,577,"8/1/18",8.986338798,9.734246575,NA,2
"147","DAX","DAX-1","2/6/08","2/1/17","9/1/18","12/1/17",10,11,0,0,7,0,0,577,"8/1/18",8.986338798,9.816438356,NA,2
"148","DAX","DAX-1","2/6/08","2/1/17","9/1/18","1/1/18",11,12,0,0,7,0,0,577,"8/1/18",8.986338798,9.901369863,NA,1
"149","DAX","DAX-1","2/6/08","2/1/17","9/1/18","2/1/18",12,13,0,0,7,0,0,577,"8/1/18",8.986338798,9.98630137,NA,1
"150","DAX","DAX-1","2/6/08","2/1/17","9/1/18","3/1/18",13,14,0,0,8,0,0,577,"8/1/18",8.986338798,10.0630137,NA,1
"151","DAX","DAX-1","2/6/08","2/1/17","9/1/18","4/1/18",14,15,0,0,8,0,0,577,"8/1/18",8.986338798,10.14794521,NA,1
"152","DAX","DAX-1","2/6/08","2/1/17","9/1/18","5/1/18",15,16,0,0,8,0,0,577,"8/1/18",8.986338798,10.23013699,NA,1
"153","DAX","DAX-1","2/6/08","2/1/17","9/1/18","6/1/18",16,17,0,0,8,0,0,577,"8/1/18",8.986338798,10.31506849,NA,1
"154","DAX","DAX-1","2/6/08","2/1/17","9/1/18","7/1/18",17,18,0,0,8,0,0,577,"8/1/18",8.986338798,10.39726027,NA,3
"155","DAX","DAX-1","2/6/08","2/1/17","9/1/18","8/1/18",18,19,1,0,8,0,0,577,"8/1/18",8.986338798,10.48219178,NA,2
"156","DAX","DAX-2","2/6/08","9/1/18","12/1/18","9/1/18",0,1,0,0,5,0,0,91,"11/1/18",8.986338798,10.56712329,NA,1
"157","DAX","DAX-2","2/6/08","9/1/18","12/1/18","10/1/18",1,2,0,0,5,0,0,91,"11/1/18",8.986338798,10.64931507,NA,1
"158","DAX","DAX-2","2/6/08","9/1/18","12/1/18","11/1/18",2,3,1,0,5,0,0,91,"11/1/18",8.986338798,10.73424658,NA,1
"159","DEM","DEM-1","12/10/06","4/1/15","2/1/17","4/1/15",0,1,0,0,7,0,0,672,"1/1/17",8.306849315,8.306849315,NA,3
"160","DEM","DEM-1","12/10/06","4/1/15","2/1/17","5/1/15",1,2,0,0,7,0,0,672,"1/1/17",8.306849315,8.389041096,NA,3
"161","DEM","DEM-1","12/10/06","4/1/15","2/1/17","6/1/15",2,3,0,0,7,0,0,672,"1/1/17",8.306849315,8.473972603,NA,3
"162","DEM","DEM-1","12/10/06","4/1/15","2/1/17","7/1/15",3,4,0,0,7,0,0,672,"1/1/17",8.306849315,8.556164384,NA,3
"163","DEM","DEM-1","12/10/06","4/1/15","2/1/17","8/1/15",4,5,0,0,7,0,0,672,"1/1/17",8.306849315,8.64109589,NA,3
"164","DEM","DEM-1","12/10/06","4/1/15","2/1/17","9/1/15",5,6,0,0,7,0,0,672,"1/1/17",8.306849315,8.726027397,NA,3
"165","DEM","DEM-1","12/10/06","4/1/15","2/1/17","10/1/15",6,7,0,0,7,0,0,672,"1/1/17",8.306849315,8.808219178,NA,3
"166","DEM","DEM-1","12/10/06","4/1/15","2/1/17","11/1/15",7,8,0,0,7,0,0,672,"1/1/17",8.306849315,8.893150685,NA,3
"167","DEM","DEM-1","12/10/06","4/1/15","2/1/17","12/1/15",8,9,0,0,7,0,0,672,"1/1/17",8.306849315,8.975342466,NA,3
"168","DEM","DEM-1","12/10/06","4/1/15","2/1/17","1/1/16",9,10,0,0,7,0,0,672,"1/1/17",8.306849315,9.06010929,NA,3
"169","DEM","DEM-1","12/10/06","4/1/15","2/1/17","2/1/16",10,11,0,0,7,0,0,672,"1/1/17",8.306849315,9.144808743,NA,3
"170","DEM","DEM-1","12/10/06","4/1/15","2/1/17","3/1/16",11,12,0,0,7,0,0,672,"1/1/17",8.306849315,9.224043716,NA,3
"171","DEM","DEM-1","12/10/06","4/1/15","2/1/17","4/1/16",12,13,0,0,7,0,0,672,"1/1/17",8.306849315,9.308743169,NA,4
"172","DEM","DEM-1","12/10/06","4/1/15","2/1/17","5/1/16",13,14,0,0,7,0,0,672,"1/1/17",8.306849315,9.390710383,NA,4
"173","DEM","DEM-1","12/10/06","4/1/15","2/1/17","6/1/16",14,15,0,0,7,0,0,672,"1/1/17",8.306849315,9.475409836,NA,4
"174","DEM","DEM-1","12/10/06","4/1/15","2/1/17","7/1/16",15,16,0,0,7,0,0,672,"1/1/17",8.306849315,9.557377049,NA,4
"175","DEM","DEM-1","12/10/06","4/1/15","2/1/17","8/1/16",16,17,0,0,7,0,0,672,"1/1/17",8.306849315,9.642076503,NA,4
"176","DEM","DEM-1","12/10/06","4/1/15","2/1/17","9/1/16",17,18,0,0,7,0,0,672,"1/1/17",8.306849315,9.726775956,NA,2
